1424856453,220131 0804,220302 0017,350.00,350.00,GEFORCE 1660 super,"Selling due to upgrade, used for gaming on warzone, escape from tarkov, pubg and destiny 2"
1424973759,220201 1830,220302 0017,400.00,325.00,MSI 1660 SUPER VENTUS XS OC,"MSI 1660 Super Overclock Edition 6GB GDDR6 Memory Works perfectly, selling due to recently getting an upgrade. Original packaging"
1424915812,220201 0923,220205 1332,325.00,325.00,EVGA GeForce GTX 1660 Ti SC ULTRA 6GB GDDR6 Graphics Card,"EVGA GeForce GTX 1660 Ti SC ULTRA 6GB GDDR6 Graphics Card This card is in full working order and in superb physical condition, having only ever been used for gaming and with its original warranty seals still in tact. Can be collected or shipped by"
1425002449,220115 0923,220203 1827,8000.00,8000.00,487mh 16 x 1660 super Eth mining rig,"487 mh 16 GPU mining rig which consists of 2 x 8 GPU rigs (16 GPU total). Running on HiveOS Each rig motherboard has capacity of 13 GPUs, so you could add up to 26 GPUs total for future expansion. Rig includes: 3 x Veddha 8 GPU rig frames 16 x 1660"
1425096695,220203 1534,220211 2334,300.00,220.00,Gtx 1660 ddr5,"Barely used, will be refurbished before collection/ shipping .perfectly working never used for mining or gaming. 6gb ddr5 cash or transfer comes with original box"
1425062379,220202 2329,220303 2247,300.00,300.00,NVIDIA GEFORCE 1660 6GB,"ZOTAC 1660 6GB Bought brand new about a year ago, Mint little GPU HDMI DISPLAY PORT £300"
1425061670,220202 2329,220303 2247,300.00,300.00,Gtx 1660 msi ventus 6gb,"Working fine, only selling due to upgrade. Msi ventus 6gb gfx 1660"
1425047689,220202 1827,220207 2303,320.00,320.00,GIGABYTE GeForce GTX 1660 SUPER OC 6GB GDDR6 Graphics Card,GIGABYTE GeForce GTX 1660 SUPER OC 6GB GDDR6 Graphics Card. Used but in very good condition. Collection from SW2 Streatham Hill or Posted at buyers expense.
1425045710,220202 1827,220208 1440,300.00,300.00,GTX 1660 Super Advanced 6GB GDDR6,"Asus ROG STRIX GTX 1660 Super Advanced 6GB GDDR6 Used but in excellent condition and working perfectly well. Less than a year old. Will provide proof of sale I will not be sending by post and no Paypal payments, cash and collection only"
1415204263,220202 1827,220518 1003, 30.00, 30.00,GT710 2gb MINT CONDITION Comes with a 1660 ti box,Used for less than a year in a clean pc. Comes packaged in a 1660ti box
1425192590,220204 1943,220205 1332,300.00,300.00,GIGABYTE G1 GAMING OC GTX 1070 8GB GRAPHICS CARD BETTER THAN RTX 1660 TI,"Solid card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Only 7% less frames than an rtx 2060 and better 26% better than a n RTX 1660"
1421171995,220203 2348,220409 1041,350.00,300.00,Gigabyte 1660 Super 6gb - Nearly new,"1660 super 6gb, boxed. Bought as a stop gap until I could get a 3000 series card. Was in my PC for a month or so, maybe used for 25hrs of gaming. Not used to mine or ever overclocked. Great card for 1080p gaming and surprisingly capable at 1440 too,"
1425226267,220205 1136,220613 0854,300.00,250.00,Computer / PC Palit Geforce 1660 6gb Gtx Storm X Graphics Card,"For sale is my 1660 6gb StormX Graphics card. It has not been abused and is approx 13 months old. This graphics card is very powerful, considering its fairly cheap price. It is suitable for performance gaming,high-end photography, and even VR. Price"
1425335100,220206 1637,220208 1440,300.00,300.00,RTX 1660 SUPER,"Minimal gaming use, perfect working order. Being sold due to upgrade. Cash only Collection only"
1425333417,220206 1637,220211 2334,249.00,249.00,NVIDIA ASUS 1660 Super graphics card,For sale is my GTX 1660 Super. Selling as I have upgraded to RTX. GPU came with a prebuilt pc from FiercePC and has genuinely only been used about 30 times for light gaming. Because it came with a prebuilt pc I am not offering: - warranty - a
1414092500,220206 1540,220306 1747,400.00,400.00,Nvidia GTX 1660 SUPER 6GB Asus,The ASUS Phoenix GeForce GTX 1660 OC edition 6GB GDDR5 rocks high refresh rates for an FPS advantage without breaking a sweat. - GeForce® 1660 Series graphics cards are built with the breakthrough graphics performance of the award-winning NVIDIA T
1425304956,220206 1233,220306 1747,300.00,300.00,Geforce 1660,Used with no box. Recently upgraded. No use having this as well.
1425282592,220205 2335,220215 2317,350.00,350.00,Evga 1660 super and ryzen 3 3100,"Both items sealed, bought for pc build that didn't get made. No offers, no returns and no time wasters. Willing to test items once purchased."
1425263881,220205 1833,220205 1833,300.00,300.00,GIGABYTE G1 GAMING OC GTX 1070 8GB GRAPHICS CARD BETTER THAN RTX 1660 TI,"Solid card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Only 7% less frames than an rtx 2060 and 26% better than a n RTX 1660"
1425252630,220205 1833,220213 1926,400.00,380.00,NEW MSI GeForce GTX 1660 Super Ventus XS OC 6GB GDDR6 GPU - Ready To Ship UK,MSI GeForce GTX 1660 Super Ventus XS OC 6GB GDDR6 GPU - Ready To Ship - New - UK. MSI GeForce GTX 1660 Super Ventus XS OC 6GB GDDR6 GPU - New - UK - Ready To Ship Key Features: 6GB Graphics Memory PCI Express 3.0 x16 Interface Cooler T
1425406859,220207 1703,220207 1703,300.00,300.00,GIGABYTE GAMING OC GTX 1070 8GB GRAPHICS CARD - NOT RTX 1660 1050 1060 1080 2060 2070 3060 3050 TI,"Solid card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Only 7% less frames than an rtx 2060 and 26% better than a n RTX 1660."
1425375407,220207 1103,220308 1607,400.00,320.00,MSI GeForce GTX 1660 Super Graphic Card,"Pre-owned graphics card in immaculate, lightly-used condition, fully retail boxed Collection only"
1422800206,220206 2303,220314 2146,350.00,260.00,MSI GeForce GTX 1660 VENTUS XS OC 6GB GDDR6 GRAPHICS CARD,Used but perfect condition only been using for 3months works great and can get really good fps in any game that you are needing to play
1425427592,220117 2303,220219 1921,260.00,200.00,Nvidia GeForce Gtx 1660 6gb OC,Hi i have for sell graphics card NVIDIA GEFORCE GTX 1660 6GB OC. Card was used 1 year i play in gta 5 all the time and card get in this game 40 degrees Celsius. I tested her in call of duty warzone there card get 64 degrees. I no make OC on this car
1425452432,220208 1147,220208 1147,280.00,280.00,GIGABYTE GAMING OC GTX 1070 8GB GRAPHICS CARD - NOT RTX 1660 1050 1060 1080 2060 2070 3060 3050 TI,"Solid card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Willing to post, bank transfer only."
1425448121,220208 1147,220308 1607,300.00,300.00,Gtx gigabyte 1660,1660 gtx 6gb vram My son has upgraded great little card plays pretty everything £300 Ono
1425513524,220209 0932,220216 2342,200.00,200.00,MSI GeForce GTX 1660 VENTUS XS 6G OC,"MSI GeForce GTX 1660 VENTUS XS 6G OC Bought in 2019, went straight into a desktop PC, and has only been used for gaming and some 3D work. In perfect working order. I no longer have the box but have the Amazon purchase invoice. From a smoke-f"
1425497265,220208 2132,220308 1607,300.00,300.00,GTX 1660 GPU (Graphics Card),"Mint condition, works perfectly. Only selling due to recent upgrade. Specs: 6GB VRAM PCI Gen 3.0 Core clock 1530 mhz Hosted clock 1785 MHz Cuda Cores 1408"
1425478445,220208 1727,220208 1727,280.00,280.00,GIGABYTE G1 GAMING OC GTX 1070 8GB GRAPHICS CARD - NOT RTX 1660 1050 1060 1080 2060 2070 3060 TI,"Great card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on."
1425476344,220208 1629,220211 2334,200.00,200.00,GIGABYTE GTX 1660 6Gb OC,"GIGABYTE GTX 1660 6Gb OC graphics card £200 GIGABYTE GTX 1660 6Gb OC . Posted by thomas in Computers, Laptops & Netbooks, Video Cards & Sound Cards in Ilkeston. 8 February 2022"
1425609421,220210 1438,220210 1438,280.00,280.00,GIGABYTE G1 GAMING OC GTX 1070 8GB GRAPHICS CARD - NOT RTX 1660 1050 1060 1080 2060 2070 3060 TI,"Great card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Best price on Ebay is £350 so it's a bargain at this price."
1425604691,220210 1438,220215 2317,330.00,330.00,GTX 1660 TI 6GB Graphics Card GPU PC Gaming,Fully working and fantastic condition. GTX 1660 TI 6GB Graphics Card. Max out modern gaming!
1425597308,220210 1243,220211 2334,230.00,230.00,Palit Gtx 1660 Stormx 6GB GDDR5,"Selling this as I've recently upgraded and have no use for it anymore. Recently cleaned and all in working order, also in original box"
1425582537,220210 0838,220311 0857,280.00,280.00,Nvidia GTX 1660 Ti 6GB GDDR6 Graphics Card,"MSI Ventus XS OC Edition 1660 Ti GPU with 6GB GDDR6 Light usage over 2 years, never used for mining. Still working perfectly but has been replaced by a more powerful card. Collection from Watford WD18 ideally, but can arrange delivery at small cos"
1425581763,220210 0838,220323 0918,380.00,300.00,MSI Gtx 1660 Ti *mint condition*,"I bought this card mid January this year intending to do a bit more gaming but due to circumstances changing I’m having to sell it. It’s in perfect working order and hardly been used playing the odd game and a bit of autocad work, that’s it over the"
1425573387,220209 2247,220328 1151,280.00,250.00,ZOTAC GEFORCE GTX 1660 TWIN FAN 6GB GRAPHICS CARD,"ZOTAC GEFORCE GTX 1660 TWIN FAN 6GB GRAPHICS CARD, fully working. Never been mined on, like new condition NO BOX COLLECTION ONLY"
1425569805,220209 2135,220310 1314,270.00,270.00,Gtx 1660 oc 6gb graphics card,I am selling my 1660 oc due to upgrading to a rtx card. Handles games smoothly. Used for and working perfectly fine Can be seen working Cash please and can arrange to drop of within the area. Any questions please ask Retail price 400 to 500 and is
1425554715,220209 1843,220302 0017,330.00,330.00,MSI Ventus GeForce GTX 1660 OC 6GB,"Boxed MSI Ventus GeForce GTX 1660 OC 6GB GDDR6 memory - HDMI port and 3x DP (Display Port), dual fan for optimal cooling, full support for the latest RAY TRACING technology, protective backplate, etc."
1425544828,220209 1843,220310 1314,315.00,290.00,ASUS GTX 1660 Super 6gb Graphics Card,"ASUS GTX 1660 Super 6gb Graphics Card Fully working and in superb used condition. Can be collected or posted, buyer to cover postage fees. Serial number and bios details have been recorded to prevent fraud. Any questions please ask."
1425544692,220209 1843,220310 1314,325.00,290.00,Palit GTX 1660 Super 6gb Graphics Card,"Palit GTX 1660 Super 6gb Graphics Card Fully working and in superb used condition, with original warranty seals in tact. Comes in its original box inside an anti static bag. Can be collected or posted, buyer to cover postage fees. Serial number a"
1425653289,220211 0841,220214 1802,200.00,150.00,Asus 1660 phoenix,"Asus 1660 phoenix so sale, nothing wrong with the card i needed a upgrade due to work. The Asus 1660 phoenix is around a year and half years old."
1425849264,220213 1633,220213 1633,250.00,250.00,"GIGABYTE GAMING G1 OC GTX 1070 8GB GRAPHICS CARD, BETTER THAN RTX 1660 TI","Great card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Priced to sell so no offers please."
1425832333,220213 1423,220216 2342,280.00,280.00,EVGA GTX 1070 FTW 8GB or GIGABYTE GTX 1660 OC 6GB,"Hi! I am looking to sell 1 of my 2 GPUs currently in my personal use at a bargain price! 1. EVGA GeForce GTX 1070 FTW GAMING , 08G-P4-6276-KR, 8GB GDDR5, ACX 3.0 & RGB LED Immaculate condition only used for 2 months. Comes with Box and Everythin"
1425774822,220212 1926,220311 0857,340.00,340.00,Nvidia gtx 1660 super,"Used but like new Around 3 months old and been looked after. Has been use for mining but not been extremely over locked. If looking to mine with it,it can pull 32mhs on ETH Serial number will be take before selling so no scams please. Great card"
1425908283,220214 1509,220214 1509,280.00,280.00,Gtx 1660 Armor OC 6GB,"Gtx 1660 Armor OC 6GB selling as I no longer need it. Used only a couple months in good condition. No damages or dust on it. I am flexible on price, However won't take ridiculous offers. Can post to your location or you can come pick it up."
1425901518,220214 1259,220315 2211,320.00,320.00,"EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate","EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate Ideal graphics card for mid - high quality gameplay and performance Selling due to getting an upgrade Will accept price listed ono (DOES NOT COME WITH O"
1425899407,220214 1259,220214 1259,250.00,250.00,"GIGABYTE GAMING G1 OC GTX 1070 8GB GRAPHICS CARD, BETTER THAN RTX 1660 TI","Great card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Priced to sell so no offers please."
1425883371,220214 1006,220315 2211,300.00,300.00,Nvidia GTX 1660 6gb Graphics Card,"Nvidia GTX 1660 6gb Graphics Card. Full-working order. Smoke free home. Collection Street, Somerset."
1426008402,220215 2121,220226 2342,270.00,255.00,1660 super graphics card,Thanks for looking. Selling on behalf of a friend but feel free to ask questions. Used but in good condition.
1426001105,220215 1912,220221 2330,280.00,280.00,Gtx 1660 Armor OC 6GB,Used Gtx 1660 Armor OC 6GB Only been used a couple months have no need for it anymore No damages or dust on it Available for delivery or collection I am flexible with price but no outlandish offers
1425995603,220215 1814,220215 1814,250.00,250.00,"GIGABYTE GAMING G1 OC GTX 1070 8GB GRAPHICS CARD, BETTER THAN RTX 1660 TI","Great card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Priced to sell so no offers please."
1426083266,220216 2146,220316 0950,300.00,300.00,Gtx 1660 Venus MSI,"Grab a bargain, it can be tested here, I used it for Dota 2 for 3 months 1 hour per day. Collection after 7 pm, I work from 7am to 7pm"
1426069490,220216 1742,220216 1742,250.00,250.00,"GIGABYTE GAMING G1 OC GTX 1070 8GB GRAPHICS CARD, BETTER THAN RTX 1660 TI","Great card in great condition, runs everything at high frame rates. Card has been great for me but i managed to get a hold of a 3070 ti so it's time to move it on. Priced to sell so no offers please."
1426086599,220211 2342,220221 2011,290.00,290.00,Zotac Gaming Geforce GTX 1660 Super Nvidia 6gb,"Hi, I am selling off my zotacs, here is my 1660 super. It even still has some of the plastic on it lol. They all work perfect, happy to put them in my machine and show either of them for you. They can all mine and none of them are lhr but they ha"
1426270774,220219 1516,220225 1222,395.00,370.00,PNY NVIDIA GeForce GTX 1660 SUPER 6GB Single Fan Turing Graphics Card,"PNY GeForce GTX 1660 SUPER Single Fan 6GB GDDR6 VR Ready Graphics Card, 1408 Core, 1530MHz GPU, 1785MHz Boost. This is BRAND NEW. Bought this from scan for a new build but didn't realise its width and that it will take up the space of two pci"
1426221178,220218 2018,220316 0950,280.00,280.00,MSI GTX 1660 6GB VENTUS XS OC Brand New,Completely brand new graphics card sealed not opened from the box MSI 1660 VENTUS XS OC Brand New.
1426141822,220217 1921,220303 2247,300.00,300.00,Asus Geforce GTX 1660 Super OC Edition. TUF Gaming Graphics Card,Asus Geforce GTX 1660 Super. TUF Gaming Graphics Card. Used but in very good condition. Collection from SW2 Streatham Hill or Posted at buyers expense.
1426133637,220217 1921,220220 2145,270.00,270.00,GeForce GTX 1660 super graphics Card,GeForce Gtx 1660 super gpu card. Great upgrade to any mid end gaming pc. Runs games at a very good fps and high/ultra settings. Collect NP7 or post £10
1426320838,220220 1121,220228 0907,320.00,280.00,GeForce 1660 Super gaming X 6GB,GeForce 1660 super 6GB Great condition Still warranty No offers Many thanks Regards
1426298153,220219 2029,220308 1607,300.00,300.00,GTX 1660 Ti graphics card (1 month old),"Lightly-used MSI GeForce GTX 1660Ti graphics card. Bought from Amazon mid-January for £470, and installed in a retro gaming rig. Boxed, as good as new, as it more or less is! Collection from Old Swan L13."
1426423394,220221 1840,220221 2011,145.00,145.00,MSI GeForce GTX 1660 ARMOR 6G OC,"MSI GeForce GTX 1660 ARMOR 6G OC IN GOOD WORKING ORDER, REASON FOR SALE NEW COMPUTER."
1426421077,220221 1645,220316 0950,350.00,275.00,PNY GTX 1660 Ti 8Gb,"Only used once, PNY 1660 ti 8Gb dual fan graphics card. Local only and No POSTING to other locations! It still has 6months warranty"
1426412727,220221 1435,220225 1222,370.00,370.00,PNY NVIDIA GeForce GTX 1660 SUPER 6GB Single Fan Turing Graphics Card,"PNY GeForce GTX 1660 SUPER Single Fan 6GB GDDR6 VR Ready Graphics Card, 1408 Core, 1530MHz GPU, 1785MHz Boost. This is BRAND NEW. Bought this from scan for a new build but didn't realise its width and that it will take up the space of two pci slots"
1426512501,220222 2016,220222 2016,300.00,300.00,Asus Nvidia GeForce GTX 1660 Graphics Card,Asus Nvidia GeForce GTX 1660 Graphics Card. Fully working and good condition. Will (and I have been) play Cyberpunk and GTA5 on high specs easily! :) Please see photos for more information. Any questions just ask. Only selling due to upgrad
1426106393,220222 1723,220409 1041,300.00,200.00,EVGA 1660 xc Graphics Card black edition 6gb,"evga 6 gb pc graphics card for sale 1660 xc black edition , no box but comes in anti static bag , very powerful card runs used for 4k video editing cash on collection possible delivery if not to far :) sensible offers welcome"
1426487888,220222 1513,220302 0017,250.00,250.00,Asus Rog Strix 1660 Super,Should still have several years warranty left. I only bought this around 6 months ago. Upgraded to a 3070 so no longer required.
1426538974,220223 1026,220323 0918,275.00,275.00,MSI GTX 1660 6GB,MSI Nvidia Gtx1660 6GB OC Armor Edition Great card and plays loads of games well. In full working order. Used for about 1.5 years Very small warp to metal on frame that mounts to case (last image). Doesn't affect mounting or functioning in anyway.
1426586357,220223 2114,220308 1607,300.00,300.00,MSI GeForce GTX 1660 Gaming X 6GB,"Comes from a recently replaced gaming PC. Very good condition, fully working. Comes with box and everything it arrived with."
1426586122,220223 2114,220225 1222,299.00,299.00,PNY NVIDIA GeForce GTX 1660 SUPER 6GB Single Fan Turing Graphics Card,"PNY GeForce GTX 1660 SUPER Single Fan 6GB GDDR6 VR Ready Graphics Card, 1408 Core, 1530MHz GPU, 1785MHz Boost. This is BRAND NEW. Bought this from scan for a new build but didn't realise its width and that it will take up the space of two pci slots"
1426674779,220225 1026,220323 0918,300.00,270.00,NVIDIA GTX 1660,This GPU is in excellent shape there have been multiple system checks and still performs at a high standard.
1426671439,220225 0929,220311 0857,250.00,200.00,Palit GeForce GTX 1660 StormX 6144MB GDDR5 PCI-Express Graphics Card,"No box - only been used for a test to see if it works. came with a prebuilt i purchased,but i am using a existing gpu that i already own. cash on collection only - feel free to text,email,phone ect for enquiries 250 ono The GeForce GTX 1660 is"
1426660175,220225 0119,220304 1846,280.00,280.00,MSI Ventus XS GTX 1660 Ti,"Perfect in like new condition. Used only for light gaming in my doughters PC. Can be seen working. Chepeast you will find, priced for quick sale. Redundant due to new generation GPU recently bought."
1426632917,220224 1514,220224 1514,280.00,280.00,Used ASUS NVidea Geforce GTX 1660 Ti 6GB OC edition,"Great condition card, used a few times a week for roughly 18 months. Selling as no longer needed due to upgrade."
1426627915,220224 1417,220323 0918,350.00,300.00,MSI Gaming GeForce GTX 1660 Ti boxed,"I was buying a video card for my brother but he said it didn't fit him. I can send it by post, I can accept payment through friends and family's PayPal. HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 TI GAM"
1426786146,220226 1839,220304 1846,220.00,220.00,Gtx 1660 6 gb zotac,"Zotac gtx 1660 6gb ddr5 , very good condition, 20 months old , working perfectly, first owen ."
1426785739,220226 1839,220226 1839,260.00,260.00,Palit GeForce GTX 1660 SUPER Gaming Pro OC 6GB GDDR6 Graphics Card,Bought new in September 2021 and well looked after. Used as recently as February 2022 and working great. Great boxing (see pics). No longer needed as got a laptop.
1426776578,220226 1644,220226 1644,280.00,280.00,GIGABYTE GAMING G1 OC GTX 1070 8GB BETTER THAN RTX 1660 ti,"Excellent condition, had this card since new and been great for me but managed to upgrade to a 3070ti"
1426768718,220226 1434,220226 1434,250.00,250.00,ASUS GTX 1660 Super OC EVO,"For sale is a barely used immaculate condition GTX 1660 Super 6GB GDDR6, the card requires a 500w PSU with a 1x8PIN power connector, can be seen working."
1426714643,220225 2342,220414 0947,250.00,170.00,Gtx 1660 Zotac,In good condition and fully working. Collection only Price negotiable
1426714541,220225 2342,220414 0947,300.00,200.00,Gtx 1660 TI,In good condition and fully working. Collection only Price negotiable
1426708694,220225 2342,220323 0918,330.00,250.00,GIGABYTE NVIDIA GTX 1660 SUPER,In good condition. Only a few months old in a pc that was not used much Message if interested
